WORD_TOKENIZE,POS,TAG,BOUNDARY,SENTENCE
โต๊ะ,NCMN,O,None,Sentence: 285
3,NCNM,B-TABLE,None,Sentence: 285
เสิร์ฟ,CNIT,B-COMMAND_2,None,Sentence: 285
แล้ว,ADVN,O,None,Sentence: 285
ครับ,VACT,O,None,Sentence: 285
ออเดอร์,NCMN,O,None,Sentence: 285
ที่,PREL,O,None,Sentence: 285
สั่ง,VACT,O,None,Sentence: 285
เป็น,VSTA,O,None,Sentence: 285
ปู,NCMN,B-FOOD,None,Sentence: 285
ผัด,NCMN,I-FOOD,None,Sentence: 285
ผง,NCMN,I-FOOD,None,Sentence: 285
กะหรี่,NCMN,I-FOOD,END,Sentence: 285
โต๊ะ,NCMN,O,START,Sentence: 286
5,NCNM,B-TABLE,None,Sentence: 286
ปู,NCMN,B-FOOD,None,Sentence: 286
ผัด,NCMN,I-FOOD,None,Sentence: 286
ผง,NCMN,I-FOOD,None,Sentence: 286
กะหรี่,NCMN,I-FOOD,None,Sentence: 286
เอา,VACT,O,None,Sentence: 286
ไป,XVAE,O,None,Sentence: 286
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 286
ให้,JSBR,O,None,Sentence: 286
แล้ว,ADVN,O,None,Sentence: 286
นะ,VACT,O,END,Sentence: 286
โต๊ะ,NCMN,O,START,Sentence: 287
6,NCNM,B-TABLE,None,Sentence: 287
กับ,RPRE,O,None,Sentence: 287
โต๊ะ,NCMN,O,None,Sentence: 287
7,NCNM,B-TABLE,None,Sentence: 287
เสิร์ฟ,VSTA,B-COMMAND_2,None,Sentence: 287
ไป,XVAE,O,None,Sentence: 287
แล้ว,ADVN,O,None,Sentence: 287
ครับ,VACT,O,None,Sentence: 287
ที่,PREL,O,None,Sentence: 287
สั่ง,VACT,O,None,Sentence: 287
เป็น,VSTA,O,None,Sentence: 287
ปู,NCMN,B-FOOD,None,Sentence: 287
ผัด,NCMN,I-FOOD,None,Sentence: 287
ผง,NCMN,I-FOOD,None,Sentence: 287
กะหรี่,NCMN,I-FOOD,END,Sentence: 287
ใคร,PNTR,O,START,Sentence: 288
เอา,VACT,O,None,Sentence: 288
ปู,NCMN,B-FOOD,None,Sentence: 288
ผัด,NCMN,I-FOOD,None,Sentence: 288
ผง,NCMN,I-FOOD,None,Sentence: 288
กะหรี่,NCMN,I-FOOD,None,Sentence: 288
ของ,RPRE,O,None,Sentence: 288
โต๊ะ,NCMN,O,None,Sentence: 288
4,NCNM,B-TABLE,None,Sentence: 288
ไป,XVAE,O,None,Sentence: 288
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 288
ให้,JSBR,O,None,Sentence: 288
หรือยัง,NCMN,B-QUESTION,END,Sentence: 288
เสิร์ฟ,NCMN,B-COMMAND_2,START,Sentence: 289
ไป,XVAE,O,None,Sentence: 289
ยัง,RPRE,B-QUESTION,None,Sentence: 289
อะ,NCMN,O,None,Sentence: 289
ปู,NCMN,B-FOOD,None,Sentence: 289
ผัด,NCMN,I-FOOD,None,Sentence: 289
ผง,NCMN,I-FOOD,None,Sentence: 289
กะหรี่,NCMN,I-FOOD,None,Sentence: 289
โต๊ะ,NCMN,O,None,Sentence: 289
6,NCNM,B-TABLE,END,Sentence: 289
โต๊ะ,NCMN,O,START,Sentence: 290
4,NCNM,B-TABLE,None,Sentence: 290
ที่,PREL,O,None,Sentence: 290
สั่ง,VACT,O,None,Sentence: 290
ปู,NCMN,B-FOOD,None,Sentence: 290
ผัด,NCMN,I-FOOD,None,Sentence: 290
ผง,NCMN,I-FOOD,None,Sentence: 290
กะหรี่,NCMN,I-FOOD,None,Sentence: 290
มี,VSTA,O,None,Sentence: 290
คน,NCMN,O,None,Sentence: 290
เอา,VACT,O,None,Sentence: 290
ไป,XVAE,O,None,Sentence: 290
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 290
ให้,JSBR,O,None,Sentence: 290
รึ,NCMN,B-QUESTION,None,Sentence: 290
ยัง,XVBM,I-QUESTION,END,Sentence: 290
มี,VSTA,O,START,Sentence: 291
ใคร,PNTR,O,None,Sentence: 291
เอา,VACT,O,None,Sentence: 291
ปู,NCMN,B-FOOD,None,Sentence: 291
ผัด,NCMN,I-FOOD,None,Sentence: 291
ผง,NCMN,I-FOOD,None,Sentence: 291
กะหรี่,NCMN,I-FOOD,None,Sentence: 291
ของ,RPRE,O,None,Sentence: 291
โต๊ะ,NCMN,O,None,Sentence: 291
3,DCNM,B-TABLE,None,Sentence: 291
ไป,XVAE,O,None,Sentence: 291
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 291
ให้,JSBR,O,None,Sentence: 291
แล้ว,ADVN,O,None,Sentence: 291
หรือยัง,EITT,B-QUESTION,END,Sentence: 291
โต๊ะ,NCMN,O,START,Sentence: 292
5,NCNM,B-TABLE,None,Sentence: 292
ปู,NCMN,B-FOOD,None,Sentence: 292
ผัด,NCMN,I-FOOD,None,Sentence: 292
ผง,NCMN,I-FOOD,None,Sentence: 292
กะหรี่,NCMN,I-FOOD,None,Sentence: 292
มี,VSTA,O,None,Sentence: 292
ใคร,PNTR,O,None,Sentence: 292
เอา,VACT,O,None,Sentence: 292
ไป,XVAE,O,None,Sentence: 292
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 292
ให้,JSBR,O,None,Sentence: 292
ยัง,XVBM,B-QUESTION,END,Sentence: 292
มี,VSTA,O,START,Sentence: 293
โต๊ะ,NCMN,O,None,Sentence: 293
2,NCNM,B-TABLE,None,Sentence: 293
กับ,RPRE,O,None,Sentence: 293
โต๊ะ,NCMN,O,None,Sentence: 293
3,NCNM,B-TABLE,None,Sentence: 293
ปู,NCMN,B-FOOD,None,Sentence: 293
ผัด,NCMN,I-FOOD,None,Sentence: 293
ผง,NCMN,I-FOOD,None,Sentence: 293
กะหรี่,NCMN,I-FOOD,None,Sentence: 293
มี,VSTA,O,None,Sentence: 293
ใคร,PNTR,O,None,Sentence: 293
เอา,VACT,O,None,Sentence: 293
ไ,NCMN,O,None,Sentence: 293
เสิร์ฟ,NCMN,B-COMMAND_2,None,Sentence: 293
ให้,JSBR,O,None,Sentence: 293
ผม,PPRS,O,None,Sentence: 293
แล้ว,XVAE,B-QUESTION,None,Sentence: 293
ยัง,XVBM,I-QUESTION,END,Sentence: 293
เอา,VACT,O,START,Sentence: 294
ไป,XVAE,O,None,Sentence: 294
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 294
ให้,JSBR,O,None,Sentence: 294
ผม,PPRS,O,None,Sentence: 294
แล้ว,XVAE,O,None,Sentence: 294
หรือยัง,EITT,B-QUESTION,None,Sentence: 294
ปู,NCMN,B-FOOD,None,Sentence: 294
ผัด,NCMN,I-FOOD,None,Sentence: 294
ผง,NCMN,I-FOOD,None,Sentence: 294
กะหรี่,NCMN,I-FOOD,None,Sentence: 294
โต๊ะ,NCMN,O,None,Sentence: 294
2,NCNM,B-TABLE,END,Sentence: 294
เสิร์ฟ,VACT,B-COMMAND_2,START,Sentence: 295
ไป,XVAE,O,None,Sentence: 295
แล้ว,ADVN,O,None,Sentence: 295
หรือ,JCRG,B-QUESTION,None,Sentence: 295
ของ,RPRE,O,None,Sentence: 295
โต๊ะ,NCMN,O,None,Sentence: 295
5,NCNM,B-TABLE,None,Sentence: 295
กับ,RPRE,O,None,Sentence: 295
โต๊ะ,NCMN,O,None,Sentence: 295
6,NCNM,B-TABLE,None,Sentence: 295
ที่,PREL,O,None,Sentence: 295
สั่ง,VACT,O,None,Sentence: 295
ปู,NCMN,B-FOOD,None,Sentence: 295
ผัด,NCMN,I-FOOD,None,Sentence: 295
ผง,NCMN,I-FOOD,None,Sentence: 295
กะหรี่,NCMN,I-FOOD,END,Sentence: 295
โต๊ะ,NCMN,O,START,Sentence: 296
2,NCNM,B-TABLE,None,Sentence: 296
กับ,RPRE,O,None,Sentence: 296
โต๊ะ,NCMN,O,None,Sentence: 296
3,NCNM,B-TABLE,None,Sentence: 296
เป็น,VSTA,O,None,Sentence: 296
หมึก,NCMN,B-FOOD,None,Sentence: 296
ผัด,NCMN,I-FOOD,None,Sentence: 296
ซอส,NCMN,I-FOOD,None,Sentence: 296
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 296
เอา,VACT,O,None,Sentence: 296
ไป,XVAE,O,None,Sentence: 296
เสิร์ฟ,ADVN,B-COMMAND_2,None,Sentence: 296
แล้ว,XVAE,O,None,Sentence: 296
ค่ะ,ADVN,O,END,Sentence: 296
หมึก,NCMN,B-FOOD,START,Sentence: 297
ผัด,NCMN,I-FOOD,None,Sentence: 297
ซอส,NCMN,I-FOOD,None,Sentence: 297
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 297
โต๊ะ,NCMN,O,None,Sentence: 297
5,NCNM,B-TABLE,None,Sentence: 297
ผม,PPRS,O,None,Sentence: 297
เอา,VACT,O,None,Sentence: 297
ไป,XVAE,O,None,Sentence: 297
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 297
ให้,JSBR,O,None,Sentence: 297
แล้ว,JSBR,O,None,Sentence: 297
นะ,VACT,O,None,Sentence: 297
ครับ,NCMN,O,END,Sentence: 297
ผม,PPRS,O,START,Sentence: 298
เอา,VACT,O,None,Sentence: 298
หมึก,NCMN,B-FOOD,None,Sentence: 298
ผัด,NCMN,I-FOOD,None,Sentence: 298
ซอส,NCMN,I-FOOD,None,Sentence: 298
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 298
ของ,RPRE,O,None,Sentence: 298
โต๊ะ,NCMN,O,None,Sentence: 298
6,NCNM,B-TABLE,None,Sentence: 298
ไป,XVAE,O,None,Sentence: 298
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 298
ให้,JSBR,O,None,Sentence: 298
แล้ว,ADVN,O,None,Sentence: 298
นะ,VACT,O,END,Sentence: 298
เชฟ,NCMN,O,START,Sentence: 299
ครับ,NCMN,O,None,Sentence: 299
หมึก,NCMN,B-FOOD,None,Sentence: 299
ผัด,NCMN,I-FOOD,None,Sentence: 299
ซอส,NCMN,I-FOOD,None,Sentence: 299
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 299
โต๊ะ,NCMN,O,None,Sentence: 299
4,NCNM,B-TABLE,None,Sentence: 299
ผม,PPRS,O,None,Sentence: 299
เอา,VACT,O,None,Sentence: 299
ไป,XVAE,O,None,Sentence: 299
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 299
ให้,JSBR,O,None,Sentence: 299
แล้ว,ADVN,O,None,Sentence: 299
ครับ,VACT,O,END,Sentence: 299
เอา,VACT,O,START,Sentence: 300
ไป,XVAE,O,None,Sentence: 300
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 300
มา,XVAE,O,None,Sentence: 300
ให้,VACT,O,None,Sentence: 300
แล้ว,ADVN,O,None,Sentence: 300
ครับ,VACT,O,None,Sentence: 300
หมึก,NCMN,B-FOOD,None,Sentence: 300
ผัด,NCMN,I-FOOD,None,Sentence: 300
ซอส,NCMN,I-FOOD,None,Sentence: 300
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 300
ของ,RPRE,O,None,Sentence: 300
โต๊ะ,NCMN,O,None,Sentence: 300
2,NCNM,B-TABLE,END,Sentence: 300
ผม,PPRS,O,START,Sentence: 301
เป็น,VSTA,O,None,Sentence: 301
คน,NCMN,O,None,Sentence: 301
เอา,VACT,O,None,Sentence: 301
หมึก,NCMN,B-FOOD,None,Sentence: 301
ผัด,NCMN,I-FOOD,None,Sentence: 301
ซอส,NCMN,I-FOOD,None,Sentence: 301
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 301
โต๊ะ,NCMN,O,None,Sentence: 301
5,NCNM,B-TABLE,None,Sentence: 301
กับ,RPRE,O,None,Sentence: 301
โต๊ะ,NCMN,O,None,Sentence: 301
6,NCNM,B-TABLE,None,Sentence: 301
ไป,XVAE,O,None,Sentence: 301
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 301
มา,XVAE,O,None,Sentence: 301
ให้,VACT,O,None,Sentence: 301
แล้ว,ADVN,O,None,Sentence: 301
ครับ,VACT,O,END,Sentence: 301
หมึก,NCMN,B-FOOD,START,Sentence: 302
ผัด,NCMN,I-FOOD,None,Sentence: 302
ซอส,NCMN,I-FOOD,None,Sentence: 302
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 302
โต๊ะ,NCMN,O,None,Sentence: 302
1,DCNM,B-TABLE,None,Sentence: 302
มี,VSTA,O,None,Sentence: 302
คน,CNIT,O,None,Sentence: 302
เอา,VACT,O,None,Sentence: 302
ไป,XVAE,O,None,Sentence: 302
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 302
ให้,JSBR,O,None,Sentence: 302
แล้ว,ADVN,O,None,Sentence: 302
ครับ,VACT,O,END,Sentence: 302
ผม,PPRS,O,START,Sentence: 303
ให้,JSBR,O,None,Sentence: 303
พี่,NCMN,O,None,Sentence: 303
ผู้หญิง,NCMN,O,None,Sentence: 303
คน,CNIT,O,None,Sentence: 303
นั้น,DDAC,O,None,Sentence: 303
เอา,VACT,O,None,Sentence: 303
ไป,XVAE,O,None,Sentence: 303
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 303
ให้,JSBR,O,None,Sentence: 303
แล้ว,ADVN,O,None,Sentence: 303
ครับ,VACT,O,None,Sentence: 303
หมึก,NCMN,B-FOOD,None,Sentence: 303
ผัด,NCMN,I-FOOD,None,Sentence: 303
ซอส,NCMN,I-FOOD,None,Sentence: 303
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 303
ของ,RPRE,O,None,Sentence: 303
โต๊ะ,NCMN,O,None,Sentence: 303
2,NCNM,B-TABLE,END,Sentence: 303
เออ,NCMN,O,START,Sentence: 304
เชฟ,NCMN,O,None,Sentence: 304
ค่ะ,NCMN,O,None,Sentence: 304
มี,VSTA,O,None,Sentence: 304
คน,NCMN,O,None,Sentence: 304
เอา,VACT,O,None,Sentence: 304
ไป,XVAE,O,None,Sentence: 304
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 304
ให้,JSBR,O,None,Sentence: 304
แล้ว,JSBR,O,None,Sentence: 304
หมึก,VACT,B-FOOD,None,Sentence: 304
ผัด,NCMN,I-FOOD,None,Sentence: 304
ซอส,NCMN,I-FOOD,None,Sentence: 304
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 304
ของ,RPRE,O,None,Sentence: 304
โต๊ะ,NCMN,O,None,Sentence: 304
2,DCNM,B-TABLE,None,Sentence: 304
ที่,PREL,O,None,Sentence: 304
สั่ง,VACT,O,END,Sentence: 304
เสิร์ฟ,VACT,B-COMMAND_2,START,Sentence: 305
เรียบร้อย,ADVN,O,None,Sentence: 305
แล้ว,XVAE,O,None,Sentence: 305
ค่ะ,VACT,O,None,Sentence: 305
หมึก,NCMN,B-FOOD,None,Sentence: 305
ผัด,NCMN,I-FOOD,None,Sentence: 305
ซอส,NCMN,I-FOOD,None,Sentence: 305
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 305
ของ,RPRE,O,None,Sentence: 305
โต๊ะ,NCMN,O,None,Sentence: 305
5,NCNM,B-TABLE,END,Sentence: 305
เสิร์ฟ,NCMN,B-COMMAND_2,START,Sentence: 306
โต๊ะ,NCMN,O,None,Sentence: 306
2,NCNM,B-TABLE,None,Sentence: 306
กับ,RPRE,O,None,Sentence: 306
โต๊ะ,NCMN,O,None,Sentence: 306
3,NCNM,B-TABLE,None,Sentence: 306
เสร็จ,VSTA,O,None,Sentence: 306
แล้ว,XVAE,O,None,Sentence: 306
ค่ะ,VACT,O,None,Sentence: 306
เป็น,VSTA,O,None,Sentence: 306
หมึก,NCMN,B-FOOD,None,Sentence: 306
ผัด,NCMN,I-FOOD,None,Sentence: 306
ซอส,NCMN,I-FOOD,None,Sentence: 306
ไข่เค็ม,NCMN,I-FOOD,END,Sentence: 306
โต๊ะ,NCMN,O,START,Sentence: 307
5,NCNM,B-TABLE,None,Sentence: 307
เสิร์ฟ,CNIT,B-COMMAND_2,None,Sentence: 307
แล้ว,ADVN,O,None,Sentence: 307
ครับ,VACT,O,None,Sentence: 307
หมึก,NCMN,B-FOOD,None,Sentence: 307
ผัด,NCMN,I-FOOD,None,Sentence: 307
ซอส,NCMN,I-FOOD,None,Sentence: 307
ไข่เค็ม,NCMN,I-FOOD,END,Sentence: 307
พี่,NCMN,O,START,Sentence: 308
ครับผม,NCMN,O,None,Sentence: 308
เอา,VACT,O,None,Sentence: 308
ไป,XVAE,O,None,Sentence: 308
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 308
ให้,JSBR,O,None,Sentence: 308
แล้ว,JSBR,O,None,Sentence: 308
นะ,VACT,O,None,Sentence: 308
ครับ,NCMN,O,None,Sentence: 308
หมึก,NCMN,B-FOOD,None,Sentence: 308
ผัด,NCMN,I-FOOD,None,Sentence: 308
ซอส,NCMN,I-FOOD,None,Sentence: 308
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 308
ของ,RPRE,O,None,Sentence: 308
โต๊ะ,NCMN,O,None,Sentence: 308
1,NCNM,B-TABLE,END,Sentence: 308
ทำการ,VACT,O,START,Sentence: 309
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 309
เรียบร้อย,ADVN,O,None,Sentence: 309
แล้ว,XVAE,O,None,Sentence: 309
ครับ,VACT,O,None,Sentence: 309
สำหรับ,RPRE,O,None,Sentence: 309
หมึก,NCMN,B-FOOD,None,Sentence: 309
ผัด,NCMN,I-FOOD,None,Sentence: 309
ซอส,NCMN,I-FOOD,None,Sentence: 309
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 309
ของ,RPRE,O,None,Sentence: 309
โต๊ะ,NCMN,O,None,Sentence: 309
2,NCNM,B-TABLE,None,Sentence: 309
และ,JCRG,O,None,Sentence: 309
โต๊ะ,NCMN,O,None,Sentence: 309
3,NCNM,B-TABLE,END,Sentence: 309
หมึก,NCMN,B-FOOD,START,Sentence: 310
ผัด,NCMN,I-FOOD,None,Sentence: 310
ซอส,NCMN,I-FOOD,None,Sentence: 310
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 310
ของ,RPRE,O,None,Sentence: 310
โต๊ะ,NCMN,O,None,Sentence: 310
4,DCNM,B-TABLE,None,Sentence: 310
มี,VSTA,O,None,Sentence: 310
คน,CNIT,O,None,Sentence: 310
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 310
ให้,JSBR,O,None,Sentence: 310
แล้ว,ADVN,O,None,Sentence: 310
เรียบร้อย,VACT,O,None,Sentence: 310
ครับ,NCMN,O,END,Sentence: 310
เสิร์ฟ,VACT,B-COMMAND_2,START,Sentence: 311
ให้,JSBR,O,None,Sentence: 311
แล้ว,JSBR,O,None,Sentence: 311
นะ,VACT,O,None,Sentence: 311
ครับ,NCMN,O,None,Sentence: 311
หมึก,NCMN,B-FOOD,None,Sentence: 311
ผัด,NCMN,I-FOOD,None,Sentence: 311
ซอส,NCMN,I-FOOD,None,Sentence: 311
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 311
ออเดอร์,NCMN,O,None,Sentence: 311
ของ,RPRE,O,None,Sentence: 311
โต๊ะ,NCMN,O,None,Sentence: 311
5,NCNM,B-TABLE,END,Sentence: 311
หมึก,NCMN,B-FOOD,START,Sentence: 312
ผัด,NCMN,I-FOOD,None,Sentence: 312
ซอส,NCMN,I-FOOD,None,Sentence: 312
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 312
เสิร์ฟ,NCMN,B-COMMAND_2,None,Sentence: 312
แล้ว,XVAE,O,None,Sentence: 312
โต๊ะ,VACT,O,None,Sentence: 312
2,NCNM,B-TABLE,None,Sentence: 312
กับ,RPRE,O,None,Sentence: 312
โต๊ะ,NCMN,O,None,Sentence: 312
3,NCNM,B-TABLE,END,Sentence: 312
เสิร์ฟ,NCMN,B-COMMAND_2,START,Sentence: 313
แล้ว,XVAE,O,None,Sentence: 313
โต๊ะ,VACT,O,None,Sentence: 313
2,NCNM,B-TABLE,None,Sentence: 313
กับ,RPRE,O,None,Sentence: 313
โต๊ะ,NCMN,O,None,Sentence: 313
3,NCNM,B-TABLE,None,Sentence: 313
หมึก,NCMN,B-FOOD,None,Sentence: 313
ผัด,NCMN,I-FOOD,None,Sentence: 313
ซอส,NCMN,I-FOOD,None,Sentence: 313
ไข่เค็ม,NCMN,I-FOOD,END,Sentence: 313
เชฟ,NCMN,O,START,Sentence: 314
ค่ะ,NCMN,O,None,Sentence: 314
หนู,NCMN,O,None,Sentence: 314
เอา,VACT,O,None,Sentence: 314
หมึก,NCMN,B-FOOD,None,Sentence: 314
ผัด,NCMN,I-FOOD,None,Sentence: 314
ซอส,NCMN,I-FOOD,None,Sentence: 314
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 314
ออเดอร์,NCMN,O,None,Sentence: 314
ของ,RPRE,O,None,Sentence: 314
โต๊ะ,NCMN,O,None,Sentence: 314
2,NCNM,B-TABLE,None,Sentence: 314
กับ,RPRE,O,None,Sentence: 314
โต๊ะ,NCMN,O,None,Sentence: 314
3,NCNM,B-TABLE,None,Sentence: 314
เสิร์ฟ,PNTR,B-COMMAND_2,None,Sentence: 314
ให้,VACT,O,None,Sentence: 314
แล้ว,XVAE,O,None,Sentence: 314
นะคะ,ADVN,O,END,Sentence: 314
หนู,NCMN,O,START,Sentence: 315
เอา,VACT,O,None,Sentence: 315
ไป,XVAE,O,None,Sentence: 315
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 315
ให้,JSBR,O,None,Sentence: 315
แล้ว,JSBR,O,None,Sentence: 315
ค่ะ,VACT,O,None,Sentence: 315
ออเดอร์,NCMN,O,None,Sentence: 315
ของ,RPRE,O,None,Sentence: 315
โต๊ะ,NCMN,O,None,Sentence: 315
3,DCNM,B-TABLE,None,Sentence: 315
ที่,PREL,O,None,Sentence: 315
สั่ง,VACT,O,None,Sentence: 315
เป็น,VSTA,O,None,Sentence: 315
หมึก,NCMN,B-FOOD,None,Sentence: 315
ผัด,NCMN,I-FOOD,None,Sentence: 315
ซอส,NCMN,I-FOOD,None,Sentence: 315
ไข่เค็ม,NCMN,I-FOOD,END,Sentence: 315
โต๊ะ,NCMN,O,START,Sentence: 316
1,NCNM,B-TABLE,None,Sentence: 316
ที่,PREL,O,None,Sentence: 316
สั่ง,VACT,O,None,Sentence: 316
เป็น,VSTA,O,None,Sentence: 316
หมึก,NCMN,B-FOOD,None,Sentence: 316
ผัด,NCMN,I-FOOD,None,Sentence: 316
ซอส,NCMN,I-FOOD,None,Sentence: 316
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 316
ผม,PPRS,O,None,Sentence: 316
เอา,VACT,O,None,Sentence: 316
ไป,XVAE,O,None,Sentence: 316
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 316
ให้,JSBR,O,None,Sentence: 316
แล้ว,ADVN,O,None,Sentence: 316
นะ,VACT,O,END,Sentence: 316
ผม,PPRS,O,START,Sentence: 317
เอา,VACT,O,None,Sentence: 317
ไป,XVAE,O,None,Sentence: 317
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 317
ให้,JSBR,O,None,Sentence: 317
แล้ว,JSBR,O,None,Sentence: 317
นะ,VACT,O,None,Sentence: 317
หมึก,NCMN,B-FOOD,None,Sentence: 317
ผัด,NCMN,I-FOOD,None,Sentence: 317
ซอส,NCMN,I-FOOD,None,Sentence: 317
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 317
โต๊ะ,NCMN,O,None,Sentence: 317
5,NCNM,B-TABLE,END,Sentence: 317
มี,VSTA,O,START,Sentence: 318
คน,NCMN,O,None,Sentence: 318
เอา,VACT,O,None,Sentence: 318
หมึก,NCMN,B-FOOD,None,Sentence: 318
ผัด,NCMN,I-FOOD,None,Sentence: 318
ซอส,NCMN,I-FOOD,None,Sentence: 318
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 318
ของ,RPRE,O,None,Sentence: 318
โต๊ะ,NCMN,O,None,Sentence: 318
5,NCNM,B-TABLE,None,Sentence: 318
กับ,RPRE,O,None,Sentence: 318
โต๊ะ,NCMN,O,None,Sentence: 318
6,NCNM,B-TABLE,None,Sentence: 318
ไป,XVAE,O,None,Sentence: 318
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 318
ให้,JSBR,O,None,Sentence: 318
แล้ว,ADVN,O,None,Sentence: 318
ครับ,VACT,O,END,Sentence: 318
ผม,PPRS,O,START,Sentence: 319
เป็น,VSTA,O,None,Sentence: 319
คน,NCMN,O,None,Sentence: 319
เอา,VACT,O,None,Sentence: 319
หมึก,NCMN,B-FOOD,None,Sentence: 319
ผัด,NCMN,I-FOOD,None,Sentence: 319
ซอส,NCMN,I-FOOD,None,Sentence: 319
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 319
ของ,RPRE,O,None,Sentence: 319
โต๊ะ,NCMN,O,None,Sentence: 319
3,DCNM,B-TABLE,None,Sentence: 319
ไป,XVAE,O,None,Sentence: 319
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 319
ให้,JSBR,O,None,Sentence: 319
แล้ว,JSBR,O,None,Sentence: 319
นะ,VACT,O,None,Sentence: 319
ครับ,NCMN,O,END,Sentence: 319
เอา,VACT,O,START,Sentence: 320
โต๊ะ,NCMN,O,None,Sentence: 320
2,NCNM,B-TABLE,None,Sentence: 320
กับ,RPRE,O,None,Sentence: 320
โต๊ะ,NCMN,O,None,Sentence: 320
3,NCNM,B-TABLE,None,Sentence: 320
เสิร์ฟ,CNIT,B-COMMAND_2,None,Sentence: 320
แล้ว,ADVN,O,None,Sentence: 320
ครับ,VACT,O,None,Sentence: 320
ออเดอร์,NCMN,O,None,Sentence: 320
ที่,PREL,O,None,Sentence: 320
สั่ง,VACT,O,None,Sentence: 320
เป็น,VSTA,O,None,Sentence: 320
หมึก,NCMN,B-FOOD,None,Sentence: 320
ผัด,NCMN,I-FOOD,None,Sentence: 320
ซอส,NCMN,I-FOOD,None,Sentence: 320
ไข่เค็ม,NCMN,I-FOOD,END,Sentence: 320
โต๊ะ,NCMN,O,START,Sentence: 321
5,NCNM,B-TABLE,None,Sentence: 321
หมึก,NCMN,B-FOOD,None,Sentence: 321
ผัด,NCMN,I-FOOD,None,Sentence: 321
ซอส,NCMN,I-FOOD,None,Sentence: 321
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 321
เอา,VACT,O,None,Sentence: 321
ไป,XVAE,O,None,Sentence: 321
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 321
ให้,JSBR,O,None,Sentence: 321
แล้ว,ADVN,O,None,Sentence: 321
นะ,VACT,O,END,Sentence: 321
โต๊ะ,NCMN,O,START,Sentence: 322
6,NCNM,B-TABLE,None,Sentence: 322
กับ,RPRE,O,None,Sentence: 322
โต๊ะ,NCMN,O,None,Sentence: 322
7,NCNM,B-TABLE,None,Sentence: 322
เสิร์ฟ,VSTA,B-COMMAND_2,None,Sentence: 322
ไป,XVAE,O,None,Sentence: 322
แล้ว,ADVN,O,None,Sentence: 322
ครับ,VACT,O,None,Sentence: 322
ที่,PREL,O,None,Sentence: 322
สั่ง,VACT,O,None,Sentence: 322
เป็น,VSTA,O,None,Sentence: 322
หมึก,NCMN,B-FOOD,None,Sentence: 322
ผัด,NCMN,I-FOOD,None,Sentence: 322
ซอส,NCMN,I-FOOD,None,Sentence: 322
ไข่เค็ม,NCMN,I-FOOD,END,Sentence: 322
ใคร,PNTR,O,START,Sentence: 323
เอา,VACT,O,None,Sentence: 323
หมึก,NCMN,B-FOOD,None,Sentence: 323
ผัด,NCMN,I-FOOD,None,Sentence: 323
ซอส,NCMN,I-FOOD,None,Sentence: 323
